model,corruption,severity,class,f1,clean_f1,f1_drop
finetune,jpeg,1,Tomato___Leaf_Mold,0.9866666666666668,1.0,0.013333333333333197
finetune,motion_blur,1,"Pepper,_bell___Bacterial_spot",0.9876543209876544,1.0,0.012345679012345623
finetune,low_light,1,Potato___Late_blight,0.9876543209876544,1.0,0.012345679012345623
finetune,jpeg,1,Potato___Late_blight,0.9876543209876544,1.0,0.012345679012345623
finetune,jpeg,1,Tomato___Early_blight,0.9876543209876544,1.0,0.012345679012345623
finetune,low_light,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9881796690307328,1.0,0.011820330969267157
finetune,motion_blur,1,Cherry_(including_sour)___Powdery_mildew,0.9882352941176472,1.0,0.011764705882352788
frozen,jpeg,1,Cherry_(including_sour)___Powdery_mildew,0.963855421686747,0.975609756097561,0.011754334410813971
frozen,low_light,1,Strawberry___Leaf_scorch,0.9885057471264368,1.0,0.011494252873563204
finetune,jpeg,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9885057471264368,1.0,0.011494252873563204
frozen,low_light,2,Corn_(maize)___healthy,0.989010989010989,1.0,0.01098901098901095
finetune,jpeg,3,Corn_(maize)___healthy,0.989010989010989,1.0,0.01098901098901095
finetune,low_light,1,Peach___Bacterial_spot,0.989247311827957,1.0,0.010752688172043001
finetune,jpeg,2,Grape___Black_rot,0.989247311827957,1.0,0.010752688172043001
finetune,motion_blur,2,Corn_(maize)___Common_rust_,0.9894736842105264,1.0,0.010526315789473606
finetune,jpeg,2,Corn_(maize)___Common_rust_,0.9894736842105264,1.0,0.010526315789473606
frozen,low_light,2,Corn_(maize)___Common_rust_,0.9894736842105264,1.0,0.010526315789473606
finetune,jpeg,2,Grape___Esca_(Black_Measles),0.9908256880733946,1.0,0.00917431192660545
frozen,jpeg,2,Orange___Haunglongbing_(Citrus_greening),0.990909090909091,1.0,0.009090909090909038
finetune,jpeg,1,"Pepper,_bell___healthy",0.9914529914529916,1.0,0.008547008547008406
finetune,motion_blur,1,"Pepper,_bell___healthy",0.9914529914529916,1.0,0.008547008547008406
finetune,jpeg,1,Blueberry___healthy,0.9915966386554622,1.0,0.008403361344537785
finetune,motion_blur,1,Tomato___healthy,0.9921259842519684,1.0,0.007874015748031593
frozen,low_light,1,Soybean___healthy,0.9828009828009828,0.9901960784313726,0.007395095630389759
finetune,jpeg,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.993006993006993,1.0,0.006993006993006978
finetune,jpeg,2,Squash___Powdery_mildew,0.993103448275862,1.0,0.006896551724137945
finetune,jpeg,1,Squash___Powdery_mildew,0.993103448275862,1.0,0.006896551724137945
finetune,motion_blur,1,Squash___Powdery_mildew,0.993103448275862,1.0,0.006896551724137945
finetune,jpeg,1,Tomato___Late_blight,0.9866666666666668,0.9934640522875816,0.006797385620914809
finetune,jpeg,1,Soybean___healthy,0.9951219512195122,1.0,0.004878048780487809
finetune,jpeg,2,Orange___Haunglongbing_(Citrus_greening),0.9954545454545456,1.0,0.004545454545454408
finetune,motion_blur,1,Soybean___healthy,0.9975550122249388,1.0,0.0024449877750611915
finetune,jpeg,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9976689976689976,1.0,0.002331002331002363
finetune,low_light,1,Orange___Haunglongbing_(Citrus_greening),0.9977324263038548,1.0,0.0022675736961451642
finetune,jpeg,2,Corn_(maize)___Northern_Leaf_Blight,0.9743589743589745,0.975,0.0006410256410255277
frozen,jpeg,1,"Pepper,_bell___healthy",0.9655172413793104,0.9661016949152542,0.0005844535359438296
frozen,jpeg,1,Blueberry___healthy,0.9830508474576272,0.9833333333333332,0.0002824858757060067
finetune,motion_blur,1,Potato___Early_blight,1.0,1.0,0.0
finetune,jpeg,1,Apple___Apple_scab,1.0,1.0,0.0
finetune,motion_blur,1,Grape___Esca_(Black_Measles),1.0,1.0,0.0
finetune,motion_blur,1,Cherry_(including_sour)___healthy,1.0,1.0,0.0
finetune,motion_blur,1,Strawberry___Leaf_scorch,1.0,1.0,0.0
finetune,jpeg,1,Apple___Black_rot,1.0,1.0,0.0
finetune,motion_blur,1,Potato___healthy,1.0,1.0,0.0
finetune,jpeg,1,Corn_(maize)___Common_rust_,1.0,1.0,0.0
finetune,jpeg,1,Cherry_(including_sour)___Powdery_mildew,1.0,1.0,0.0
frozen,motion_blur,1,Peach___healthy,0.8888888888888888,0.8888888888888888,0.0
frozen,jpeg,1,Peach___healthy,0.8888888888888888,0.8888888888888888,0.0
finetune,low_light,1,Grape___Black_rot,1.0,1.0,0.0
finetune,low_light,1,Corn_(maize)___healthy,1.0,1.0,0.0
finetune,low_light,1,Cherry_(including_sour)___Powdery_mildew,1.0,1.0,0.0
frozen,jpeg,1,Orange___Haunglongbing_(Citrus_greening),1.0,1.0,0.0
frozen,jpeg,1,Corn_(maize)___Common_rust_,1.0,1.0,0.0
finetune,jpeg,1,Tomato___Tomato_mosaic_virus,1.0,1.0,0.0
finetune,jpeg,1,Tomato___healthy,1.0,1.0,0.0
finetune,jpeg,1,Tomato___Target_Spot,1.0,1.0,0.0
frozen,jpeg,1,Corn_(maize)___healthy,1.0,1.0,0.0
finetune,jpeg,1,Apple___healthy,1.0,1.0,0.0
finetune,jpeg,1,Cherry_(including_sour)___healthy,1.0,1.0,0.0
finetune,low_light,1,Grape___Esca_(Black_Measles),1.0,1.0,0.0
finetune,jpeg,1,Peach___healthy,1.0,1.0,0.0
finetune,jpeg,1,Peach___Bacterial_spot,1.0,1.0,0.0
finetune,jpeg,1,Orange___Haunglongbing_(Citrus_greening),1.0,1.0,0.0
finetune,jpeg,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1.0,1.0,0.0
finetune,jpeg,1,Grape___Black_rot,1.0,1.0,0.0
finetune,jpeg,1,Grape___Esca_(Black_Measles),1.0,1.0,0.0
finetune,jpeg,1,Corn_(maize)___healthy,1.0,1.0,0.0
finetune,jpeg,1,Potato___Early_blight,1.0,1.0,0.0
finetune,jpeg,1,Potato___healthy,1.0,1.0,0.0
finetune,jpeg,1,Raspberry___healthy,1.0,1.0,0.0
finetune,jpeg,1,"Pepper,_bell___Bacterial_spot",1.0,1.0,0.0
finetune,jpeg,1,Strawberry___Leaf_scorch,1.0,1.0,0.0
finetune,jpeg,1,Tomato___Septoria_leaf_spot,1.0,1.0,0.0
finetune,jpeg,1,Strawberry___healthy,1.0,1.0,0.0
finetune,jpeg,1,Tomato___Spider_mites_Two-spotted_spider_mite,1.0,1.0,0.0
finetune,jpeg,1,Apple___Cedar_apple_rust,1.0,1.0,0.0
finetune,low_light,1,Potato___Early_blight,1.0,1.0,0.0
finetune,jpeg,2,Tomato___Tomato_mosaic_virus,1.0,1.0,0.0
finetune,motion_blur,1,Peach___Bacterial_spot,1.0,1.0,0.0
finetune,motion_blur,1,Corn_(maize)___Common_rust_,1.0,1.0,0.0
finetune,motion_blur,1,Corn_(maize)___healthy,1.0,1.0,0.0
finetune,motion_blur,1,Orange___Haunglongbing_(Citrus_greening),1.0,1.0,0.0
finetune,motion_blur,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1.0,1.0,0.0
finetune,motion_blur,1,Grape___Black_rot,1.0,1.0,0.0
frozen,jpeg,1,Strawberry___Leaf_scorch,1.0,1.0,0.0
frozen,jpeg,1,Squash___Powdery_mildew,0.9931972789115646,0.9931972789115646,0.0
frozen,jpeg,1,Strawberry___healthy,1.0,1.0,0.0
finetune,jpeg,2,Strawberry___Leaf_scorch,1.0,1.0,0.0
frozen,jpeg,1,Potato___healthy,1.0,1.0,0.0
finetune,jpeg,2,Corn_(maize)___healthy,1.0,1.0,0.0
finetune,jpeg,2,Apple___Cedar_apple_rust,1.0,1.0,0.0
finetune,jpeg,2,Cherry_(including_sour)___healthy,1.0,1.0,0.0
finetune,motion_blur,1,Apple___Cedar_apple_rust,1.0,1.0,0.0
finetune,low_light,1,Grape___healthy,1.0,1.0,0.0
finetune,jpeg,2,Raspberry___healthy,1.0,1.0,0.0
frozen,low_light,1,Corn_(maize)___healthy,1.0,1.0,0.0
frozen,low_light,1,Corn_(maize)___Common_rust_,1.0,1.0,0.0
frozen,jpeg,2,Peach___healthy,0.8888888888888888,0.8888888888888888,0.0
frozen,jpeg,2,Corn_(maize)___healthy,1.0,1.0,0.0
finetune,low_light,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1.0,1.0,0.0
frozen,motion_blur,1,Corn_(maize)___healthy,1.0,1.0,0.0
finetune,motion_blur,1,Apple___Black_rot,1.0,1.0,0.0
finetune,motion_blur,1,Blueberry___healthy,1.0,1.0,0.0
frozen,motion_blur,1,Corn_(maize)___Common_rust_,1.0,1.0,0.0
finetune,motion_blur,1,Apple___Apple_scab,1.0,1.0,0.0
frozen,jpeg,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9885057471264368,0.9882352941176472,-0.000270453008789584
finetune,jpeg,1,Tomato___Bacterial_spot,1.0,0.9940828402366864,-0.00591715976331364
frozen,low_light,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.975609756097561,0.9473684210526316,-0.028241335044929317
